Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
195696396,CompTIA Security+ Exam - Mastery Guide: The Most Updated Resource to Pass the Exam at Your First Attempt,Maxwell Turing,"Turing, Maxwell",,"=""""","=""9798854950411""",0,Independently published,Paperback,198,2023,,,2023/12/10,to-read,to-read (#427),to-read,,,,0,0
150062,Database Design for Mere Mortals: A Hands-On Guide to Relational Database Design,Michael J. Hernandez,"Hernandez, Michael J.",,"=""0201752840""","=""0785342752847""",0,Addison-Wesley Professional,Paperback,611,2003,1996,,2023/12/10,to-read,to-read (#426),to-read,,,,0,0
40180021,Naked Economics: Undressing the Dismal Science,Charles Wheelan,"Wheelan, Charles",Burton G. Malkiel,"=""0393356493""","=""9780393356496""",0,W. W. Norton & Company,Paperback,400,2019,2002,,2023/12/10,to-read,to-read (#425),to-read,,,,0,0
59701327,Blank Mind Maps: Mind Mapping Notebook For Effective Note Taking And Improved Memory,Black Camel Books,"Books, Black Camel",,"=""""","=""9798728698180""",0,Independently published,Paperback,108,2021,,,2023/12/10,to-read,to-read (#424),to-read,,,,0,0
51386078,You Don't Know JS Yet: Get Started,Kyle Simpson,"Simpson, Kyle","Brian Holt, Simon St. Laurent","=""8602477422""","=""9798602477429""",0,Independently published,Paperback,143,2020,,,2023/12/10,to-read,to-read (#423),to-read,,,,0,0
675567,Studying Those Who Study Us: An Anthropologist in the World of Artificial Intelligence,Diana E. Forsythe,"Forsythe, Diana E.",David J. Hess,"=""0804742030""","=""9780804742030""",0,Stanford University Press,Paperback,272,2002,2001,,2023/12/10,to-read,to-read (#421),to-read,,,,0,0
64002724,"In Two Minds: Stories of Murder, Justice and Recovery from a Forensic Scientist",Sohom Das,"Das, Sohom",,"=""0751583790""","=""9780751583793""",0,Sphere,Paperback,400,2023,,,2023/12/10,to-read,to-read (#422),to-read,,,,0,0
34428125,Professional JavaScript for Web Developers,Matt Frisbie,"Frisbie, Matt",,"=""1119366445""","=""9781119366447""",0,Wrox,Paperback,1200,2019,,,2023/12/10,to-read,to-read (#420),to-read,,,,0,0
54968077,ASP.NET Core in Action,Andrew Lock,"Lock, Andrew",,"=""1617298301""","=""9781617298301""",0,Manning,Paperback,832,2021,2018,,2023/12/10,to-read,to-read (#419),to-read,,,,0,0
10052945,Arabic Course for English Speaking Students - Madina Islamic University 3 Volumes Set,V. Abdur Rahim,"Rahim, V. Abdur",,"=""1872531687""","=""9781872531687""",0,U.K. Islamic Academy,Paperback,966,2004,,,2023/12/10,to-read,to-read (#416),to-read,,,,0,0
34509636,Information Theory. Part I: An Introduction to the Fundamental Concepts,Arieh Ben-Naim,"Ben-Naim, Arieh",,"=""981320883X""","=""9789813208834""",0,WSPC,Paperback,366,2017,,,2023/12/10,to-read,to-read (#417),to-read,,,,0,0
34438368,"Our Earth, Our Species, Our Selves: How to Thrive While Creating a Sustainable World",Ellen Moyer,"Moyer, Ellen",Hyman Mark M D,"=""1942936559""","=""9781942936558""",0,Greenvironment Press,Paperback,274,2016,,,2023/12/10,to-read,to-read (#415),to-read,,,,0,0
34069363,"Chinese Picture Dictionary: Learn 1,500 Key Chinese Words and Phrases (Perfect for AP and HSK Exam Prep, Includes Online Audio) (Tuttle Picture Dictionary)",Yi Ren,"Ren, Yi",,"=""0804845697""","=""9780804845694""",0,Tuttle Publishing,Hardcover,96,2018,,,2023/12/10,to-read,to-read (#414),to-read,,,,0,0
18265270,Dutch Grammar You Really Need to Know (Teach Yourself Language),Gerdi Quist,"Quist, Gerdi",,"=""1444189549""","=""9781444189544""",0,Teach Yourself,Paperback,352,2014,2003,,2023/12/10,to-read,to-read (#413),to-read,,,,0,0
26457146,Python Data Science Handbook: Essential Tools for Working with Data,Jake VanderPlas,"VanderPlas, Jake",,"=""1491912057""","=""9781491912058""",0,O'Reilly Media,Paperback,548,2017,2016,,2023/12/10,to-read,to-read (#412),to-read,,,,0,0
52175377,The Hobbit and The Lord of the Rings,J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""0345340426""","=""""",0,Del Rey Books,Mass Market Paperback,1705,2001,1954,,2023/12/10,to-read,to-read (#411),to-read,,,,0,0
3872871,Computer Forensics For Dummies,Carol Pollard,"Pollard, Carol",Reynaldo Anzaldua,"=""0470371919""","=""9780470371916""",0,For Dummies,Paperback,384,2008,2008,,2023/12/10,to-read,to-read (#410),to-read,,,,0,0
30163402,"The Oil Palm Complex: Smallholders, Agribusiness and the State in Indonesia and Malaysia",Rob Cramb,"Cramb, Rob","John F. McCarthy, Zahari Zen, Colin Barlow, Ria Gondowarsito, Lesley M. Potter, Patrick S. Sujang, Patrice Levang, Wahyu Riva, Meri Orth, Piers Gillespie, Greg Acciaioli, Oetami Dewi, Tania Murray Li, Sunny Sanderson, Oliver Pye","=""9814722065""","=""9789814722063""",0,NUS Press,Paperback,512,2016,,,2023/12/10,to-read,to-read (#409),to-read,,,,0,0
50271095,The Calculating Stars (Lady Astronaut Universe #1),Mary Robinette Kowal,"Kowal, Mary Robinette",,"=""0765378388""","=""9780765378385""",0,Tor Books,Paperback,432,2018,2018,,2023/12/10,to-read,to-read (#408),to-read,,,,0,0
31508268,Urban Jungle: Living and Styling with Plants,Igor Josifovic,"Josifovic, Igor",Judith De Graaff,"=""3766722441""","=""9783766722447""",0,Callwey GmbH,Hardcover,176,2016,2016,,2023/12/10,to-read,to-read (#407),to-read,,,,0,0
59344137,Math for Deep Learning: A Practitioner's Guide to Mastering Neural Networks,Ronald T. Kneusel,"Kneusel, Ronald T.",,"=""1718501900""","=""9781718501904""",0,Penguin Random House Publisher Services,Paperback,344,2021,,,2023/12/10,to-read,to-read (#406),to-read,,,,0,0
25707092,Cracking the Coding Interview: 189 Programming Questions and Solutions,Gayle Laakmann McDowell,"McDowell, Gayle Laakmann",,"=""0984782850""","=""9780984782857""",0,CareerCup,Paperback,687,2015,2008,,2023/12/10,to-read,to-read (#405),to-read,,,,0,0
63247682,"The Good Life Method: Reasoning Through the Big Questions of Happiness, Faith, and Meaning",Meghan Sullivan,"Sullivan, Meghan",Paul Blaschko,"=""1984880322""","=""9781984880321""",0,Penguin Books,Paperback,304,2023,,,2023/12/10,to-read,to-read (#404),to-read,,,,0,0
762635,Macbeth (Signet Classics),William Shakespeare,"Shakespeare, William",Sylvan Barnet,"=""0451526775""","=""9780451526779""",0,Signet,Mass Market Paperback,288,1998,1623,,2023/12/10,to-read,to-read (#402),to-read,,,,0,0
209271,Othello,William Shakespeare,"Shakespeare, William",Alvin Kernan,"=""0451526856""","=""9780451526854""",0,Signet,Mass Market Paperback,246,1998,1603,,2023/12/10,to-read,to-read (#401),to-read,,,,0,0
1166512,"The First Hebrew Primer: The Adult Beginner's Path to Biblical Hebrew, Third Edition",Ethelyn Simon,"Simon, Ethelyn",,"=""0939144158""","=""9780939144150""",0,EKS Publishing,Paperback,401,1992,1981,,2023/12/10,to-read,to-read (#400),to-read,,,,0,0
61846124,"Essential Math for Data Science: Take Control of Your Data with Fundamental Linear Algebra, Probability, and Statistics",Thomas Nield,"Nield, Thomas",,"=""1098102932""","=""9781098102937""",0,O’Reilly,Paperback,349,2022,,,2023/12/10,to-read,to-read (#399),to-read,,,,0,0
23657121,Healing Ancestral Karma: Free Yourself from Unhealthy Family Patterns,Steven D. Farmer,"Farmer, Steven D.",,"=""""","=""""",0,Hierophant Publishing,Kindle Edition,233,2014,2014,,2023/12/10,to-read,to-read (#398),to-read,,,,0,0
54391449,The Creative Cure: How Finding and Freeing Your Inner Artist Can Heal Your Life (Hierophant Creative Healing),Jacob Nordby,"Nordby, Jacob",Julia Cameron,"=""1950253058""","=""9781950253050""",0,Hierophant Publishing,Kindle Edition,216,2021,,,2023/12/10,to-read,to-read (#397),to-read,,,,0,0
510004,The Sonnets,William Shakespeare,"Shakespeare, William",,"=""1420926063""","=""9781420926064""",0,Digireads.Com,Paperback,80,2005,1609,,2023/12/10,to-read,to-read (#396),to-read,,,,0,0
27190653,The Logic of Scientific Discovery,Karl Popper,"Popper, Karl",,"=""1614277435""","=""9781614277439""",0,Martino Fine Books,Paperback,480,2014,1934,,2023/12/10,to-read,to-read (#395),to-read,,,,0,0
2287204,Journey to the Center of the Earth (Enriched Classics),Jules Verne,"Verne, Jules",,"=""1416561463""","=""9781416561460""",0,Pocket Books,Mass Market Paperback,352,2008,1864,,2023/12/10,to-read,to-read (#394),to-read,,,,0,0
61886251,"8 Rules of Love: How to Find It, Keep It, and Let It Go",Jay Shetty,"Shetty, Jay",,"=""1982183063""","=""9781982183066""",0,Simon & Schuster,Hardcover,309,2023,2023,,2023/11/23,to-read,to-read (#393),to-read,,,,0,0
255161,I Will Bear Witness 1933-41: A Diary of the Nazi Years,Victor Klemperer,"Klemperer, Victor",Martin Chalmers,"=""0375753788""","=""9780375753787""",0,Modern Library,Paperback,544,1999,1995,,2023/11/18,to-read,to-read (#392),to-read,,,,0,0
69747,Environmental Science: Toward a Sustainable Future,Richard T. Wright,"Wright, Richard T.",Bernard J. Nebel,"=""0132302659""","=""9780132302654""",0,Pearson Prentice Hall,Hardcover,682,2007,2001,2023/11/18,2023/08/22,school,school (#8),read,,,,1,0
60018635,The Very Secret Society of Irregular Witches,Sangu Mandanna,"Mandanna, Sangu",,"=""059343935X""","=""9780593439357""",0,Berkley,Paperback,336,2022,2022,,2023/11/18,to-read,to-read (#391),to-read,,,,0,0
1310568,"Femme Fatale: Love, Lies, and the Unknown Life of Mata Hari",Pat Shipman,"Shipman, Pat",,"=""0060817283""","=""9780060817282""",3.0,William Morrow,Hardcover,450,2007,2007,2023/11/15,2023/10/26,,,read,,,,1,0
61332132,Pageboy: A Memoir,Elliot Page,"Page, Elliot",,"=""1529902037""","=""9781529902037""",0,Flatiron Books,Kindle Edition,265,2023,2023,,2023/11/12,to-read,to-read (#390),to-read,,,,0,0
57771229,The Expectation Effect: How Your Mindset Can Change Your World,David   Robson,"Robson, David",,"=""1250827639""","=""9781250827630""",0,Henry Holt and Co.,Hardcover,336,2022,2022,,2023/11/10,to-read,to-read (#389),to-read,,,,0,0
18355449,Race and Ethnicity in the Classical World: An Anthology of Primary Sources in Translation,Max L. Goldman,"Goldman, Max L.","Rebecca Futo Kennedy, C. Sydnor Roy","=""1603849947""","=""9781603849944""",0,"Hackett Publishing Company, Inc. (Indianapolis/Cambridge)",Paperback,432,2013,2013,2023/11/09,2023/08/22,school,school (#7),read,,,,1,0
13687273,Race: Antiquity and Its Legacy (Ancients & Moderns),Denise Eileen McCoskey,"McCoskey, Denise Eileen",Phiroze Vasunia,"=""0195381882""","=""9780195381887""",0,Oxford University Press (NY),Paperback,260,2012,2012,2023/11/04,2023/08/22,school,school (#6),read,,,,1,0
28241789,B2B Cross Channel Marketing & Attribution Strategies,Nimish Vohra,"Vohra, Nimish",Srinivasan Seethapathy,"=""""","=""""",0,Regalix Inc.,Kindle Edition,32,2014,,2023/11/03,2023/10/26,,,read,,,,1,0
33019336,Learn Javascript: Learn Javascript,Alban Andahi,"Andahi, Alban",,"=""""","=""""",0,,Kindle Edition,389,2016,,2023/10/18,2023/09/28,career,career (#3),read,,,,1,0
181341983,Breaking the Cycle: the 6 Stages of Healing from Childhood Family Trauma: Support and Recovery for What You Were Once Powerless to Change,Kaytlyn Gillis,"Gillis, Kaytlyn",Kaytee Gillis,"=""""","=""""",5.0,Clara's Voice Publishing,Kindle Edition,324,2023,,2023/10/09,2023/08/01,trauma,trauma (#9),read,"This book helped me feel validated in the way that my family structure influenced my entire being. What is the best part of about feeling validated in how I was affected by abuse, and how I let such toxicity and trauma perpetuate in my life to this day gives me the power to change not only the way it affected me but also my boundaries so I do not have to feel obligated to others who are toxic and abusive. <br/><br/>The other day I felt like I had to explain my growth rather than admire my wisdom and not need validation from others. The book has helped me find strength in not having to apologise for who I am. It has helped me find more strength in leaving my abusive marriage, to embrace the pain and trauma rather than perpetuate it by staying in it. If you have ever felt like your family structure has had negative effects on your life, I highly recommend this book as a great way to start making choices for yourself, separate of the family structure you were subjected to. (I am an empath and was the scapegoat in my family.) ",,,1,0
27297,The Analects,Confucius,"Confucius, Confucius",D.C. Lau,"=""0140443487""","=""9780140443486""",0,Penguin Books Ltd,Paperback,249,1998,-475,2023/10/07,2023/09/25,,,read,,,,1,0
110308,The Neurolinguistics of Bilingualism,Franco Fabbro,"Fabbro, Franco",,"=""0863777554""","=""9780863777554""",0,Psychology Press,Hardcover,272,1999,1999,,2023/09/29,to-read,to-read (#388),to-read,,,,0,0
42060661,Weaving on a Little Loom,Fiona Daly,"Daly, Fiona",,"=""1616897791""","=""9781616897796""",0,Princeton Architectural Press,Kindle Edition,404,2018,,2023/09/25,2023/09/01,,,read,,,,1,0
18279,Phenomenology of Perception,Maurice Merleau-Ponty,"Merleau-Ponty, Maurice",Colin Smith,"=""0415278414""","=""9780415278416""",0,Routledge,Paperback,544,2005,1945,2023/09/22,2023/09/13,school,school (#12),read,,,,1,0
282032,Personal Knowledge : Towards a Post-Critical Philosophy,Michael Polanyi,"Polanyi, Michael",,"=""041515149X""","=""9780415151498""",0,Taylor & Francis,Paperback,428,1998,1958,2023/09/17,2023/09/12,school,school (#11),read,,,,1,0
584512,Mules and Men,Zora Neale Hurston,"Hurston, Zora Neale",,"=""0060916486""","=""9780060916480""",0,Amistad,Paperback,341,1990,1935,2023/09/17,2023/09/12,,,read,,,,1,0
31579916,Fierce Conversations: Achieving Success at Work and in Life One Conversation at a Time,Susan Scott,"Scott, Susan",,"=""""","=""""",0,New American Library,Paperback,336,2017,2002,,2023/09/14,to-read,to-read (#387),to-read,,,,0,0
25489625,Between the World and Me,Ta-Nehisi Coates,"Coates, Ta-Nehisi",,"=""""","=""""",0,Spiegel & Grau,Hardcover,152,2015,2015,2023/09/13,2023/09/02,,,read,,,,1,0
3128371,The Gallic War,Gaius Julius Caesar,"Caesar, Gaius Julius","Carolyn J. Hammond, Aulus Hirtius","=""0199540268""","=""9780199540266""",0,Oxford University Press,Paperback,320,2008,-50,2023/09/13,2023/09/02,school,school (#10),read,,,,1,0
105562,Coming of Age in Samoa: A Psychological Study of Primitive Youth for Western Civilisation,Margaret Mead,"Mead, Margaret",,"=""0688050336""","=""9780688050337""",0,Harper Perennial,Paperback,223,2001,1928,2023/09/13,2023/09/12,,,read,,,,1,0
80571,American Prometheus: The Triumph and Tragedy of J. Robert Oppenheimer,Kai Bird,"Bird, Kai",Martin J. Sherwin,"=""""","=""""",0,Vintage Books,Paperback,721,2007,2005,2023/09/01,2023/07/23,,,read,,,,1,0
36321855,Okinawa,Susumu Higa,"Higa, Susumu",Jocelyne Allen,"=""1683961188""","=""9781683961185""",0,Fantagraphics Books,Hardcover,544,2023,2023,,2023/08/25,to-read,to-read (#386),to-read,,,,0,0
571119,A Guide to the Bodhisattva Way of Life,Śhāntideva,"Śhāntideva, Śhāntideva","Vesna A. Wallace, B. Alan Wallace","=""1559390611""","=""9781559390613""",0,Snow Lion,Paperback,152,1997,700,2023/08/22,2023/08/11,,,read,,,,1,0
50310822,The Good Place and Philosophy: Everything is Forking Fine! (The Blackwell Philosophy and Pop Culture Series),Kimberly S. Engels,"Engels, Kimberly S.",William Irwin,"=""1119633281""","=""9781119633280""",0,Wiley-Blackwell,Paperback,320,2020,2020,2023/08/22,2023/08/19,,,read,,,,1,0
6496033,The Mitten,Jan Brett,"Brett, Jan",,"=""0399252967""","=""9780399252969""",4.0,G.P. Putnam's Sons Books for Young Readers,Hardcover,32,2009,1989,2023/08/21,2023/08/19,,,read,,,,1,0
118316,A Thousand Plateaus: Capitalism and Schizophrenia,Gilles Deleuze,"Deleuze, Gilles","Félix Guattari, Brian Massumi","=""0816614024""","=""9780816614028""",0,University of Minnesota Press,Paperback,632,1987,1980,,2023/07/22,to-read,to-read (#385),to-read,,,,0,0
58484901,How to Be Perfect: The Correct Answer to Every Moral Question,Michael Schur,"Schur, Michael",,"=""1982159316""","=""9781982159313""",0,Simon & Schuster,Hardcover,304,2022,2022,,2023/03/23,to-read,to-read (#384),to-read,,,,0,0
134096,How Droofus the Dragon Lost His Head,Bill Peet,"Peet, Bill",,"=""0395340667""","=""9780395340660""",0,Houghton Mifflin,Paperback,48,1983,,,2023/08/19,to-read,to-read (#383),to-read,,,,0,0
40788037,Train Your Dragon To Love Himself: A Dragon Book To Give Children Positive Affirmations. A Cute Children Story To Teach Kids To Love Who They Are. (My Dragon Books),Steve Herman,"Herman, Steve",,"=""1948040360""","=""9781948040365""",0,DG Books Publishing,Paperback,42,2018,,,2023/08/19,to-read,to-read (#382),to-read,,,,0,0
58021089,Conversations on Love,Lunn Natasha,"Natasha, Lunn",,"=""0241448743""","=""9780241448748""",0,Penguin,Paperback,297,2022,2021,,2023/08/19,to-read,to-read (#381),to-read,,,,0,0
9359823,"Arrested Histories: Tibet, the CIA, and Memories of a Forgotten War",Carole McGranahan,"McGranahan, Carole",,"=""0822347717""","=""9780822347712""",0,Duke University Press,Paperback,307,2010,2010,,2023/08/19,to-read,to-read (#380),to-read,,,,0,0
1681593,The Aeneid,Virgil,"Virgil, Virgil","Robert Fagles, Bernard Knox","=""""","=""""",0,Penguin Classics,Paperback,484,2008,-19,,2023/08/19,to-read,to-read (#379),to-read,,,,0,0
62609604,Buddhist Sutras: Volume 1 (A Collection of Buddhist Sutras),Buddha Gautama,"Gautama, Buddha","Dwight Goddard, Max Muller, J. Takakusu, Guo-go Bhikshu","=""""","=""9798666973783""",0,Independently published,Paperback,262,2020,,,2023/08/19,to-read,to-read (#378),to-read,,,,0,0
28789726,The Only Street in Paris: Life on the Rue des Martyrs,Elaine Sciolino,"Sciolino, Elaine",,"=""0393353400""","=""9780393353402""",0,W. W. Norton & Company,Paperback,320,2016,2015,,2023/08/19,to-read,to-read (#376),to-read,,,,0,0
55271768,The Great Guide: What David Hume Can Teach Us about Being Human and Living Well,Julian Baggini,"Baggini, Julian",,"=""0691205434""","=""9780691205434""",0,Princeton University Press,Hardcover,328,2021,,,2023/08/19,to-read,to-read (#377),to-read,,,,0,0
16123828,The Nature of Code,Daniel Shiffman,"Shiffman, Daniel",,"=""0985930802""","=""9780985930806""",0,The Nature of Code,Paperback,520,2012,2012,,2023/08/19,to-read,to-read (#375),to-read,,,,0,0
34653496,Ancient Mayan Message: Dresden Codex Facsimile,Olga Judith Najarro,"Najarro, Olga Judith",,"=""1542564905""","=""9781542564908""",0,CreateSpace Independent Publishing Platform,Paperback,88,2017,,,2023/08/19,to-read,to-read (#374),to-read,,,,0,0
582171,Microbe Hunters,Paul de Kruif,"Kruif, Paul de",,"=""0156027771""","=""9780156027779""",0,Harvest,Paperback,372,2002,1926,,2023/08/19,to-read,to-read (#373),to-read,,,,0,0
60621158,Life Is Hard: How Philosophy Can Help Us Find Our Way,Kieran Setiya,"Setiya, Kieran",,"=""0593538218""","=""9780593538210""",0,Riverhead Books,Hardcover,240,2022,2022,,2023/08/19,to-read,to-read (#372),to-read,,,,0,0
