Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
4135853,Discrete Mathematics with Applications,Thomas Koshy,"Koshy, Thomas",,"=""0124211801""","=""9780124211803""",0,Academic Press,Hardcover,1042,2003,2003,2024/02/21,2023/10/20,,,read,,,,1,0
24612233,The Master Algorithm: How the Quest for the Ultimate Learning Machine Will Remake Our World,Pedro Domingos,"Domingos, Pedro",,"=""0465065708""","=""9780465065707""",0,Basic Books,Hardcover,352,2015,2015,,2024/02/21,to-read,to-read (#517),to-read,,,,0,0
95092,"Beyond the Body Farm: A Legendary Bone Detective Explores Murders, Mysteries, and the Revolution in Forensic Science",William M. Bass,"Bass, William M.",Jon Jefferson,"=""0060875291""","=""9780060875299""",0,William Morrow,Hardcover,282,2007,2004,,2024/02/21,to-read,to-read (#516),to-read,,,,0,0
195093647,The Safe Conversations Brain Book : How Using Dialogue Creates a Healthier Brain,harville  Hendrix,"Hendrix, harville",Helen LaKelly Hunt,"=""""","=""""",0,,Kindle Edition,59,2023,,2024/02/17,2024/02/16,trauma,trauma (#11),read,,,,1,0
33963221,Power: Surviving and Thriving After Narcissistic Abuse,Shahida Arabi,"Arabi, Shahida",,"=""""","=""""",0,Thought Catalog Books,Kindle Edition,350,2017,2017,,2024/02/14,to-read,to-read (#515),to-read,,,,0,0
29528716,Becoming the Narcissist's Nightmare: How to Devalue and Discard the Narcissist While Supplying Yourself,Shahida Arabi,"Arabi, Shahida",,"=""""","=""""",0,SCW Archer Publishing,Kindle Edition,598,2016,2016,,2024/02/14,to-read,to-read (#514),to-read,,,,0,0
183033,A Brief History of Neoliberalism,David Harvey,"Harvey, David",,"=""0199283273""","=""9780199283279""",0,Oxford University Press,Paperback,247,2007,2005,2024/02/05,2024/01/01,school,school (#16),read,,,,1,0
41880602,Fleishman Is in Trouble,Taffy Brodesser-Akner,"Brodesser-Akner, Taffy",,"=""0525510877""","=""9780525510871""",0,Random House,Hardcover,373,2019,2019,2024/01/31,2023/12/29,,,read,,,,1,0
200687,Herculine Barbin dite Alexina B.,Michel Foucault,"Foucault, Michel",,"=""2070299600""","=""9782070299607""",0,GALLIMARD,Paperback,160,1978,1978,2024/01/28,2024/01/01,school,school (#15),read,,,,1,0
19487777,The Human Bone Manual,Tim D. White,"White, Tim D.",Pieter Arend Folkens,"=""""","=""""",4.0,Academic Press,Kindle Edition,463,2005,2005,2024/01/23,2024/01/11,,,read,,,,1,0
22571552,So You've Been Publicly Shamed,Jon Ronson,"Ronson, Jon",,"=""1594487138""","=""9781594487132""",0,Riverhead Books,Hardcover,290,2015,2015,2024/01/20,2024/01/01,,,read,,,,1,0
57693618,Unmasked: My Life Solving America's Cold Cases,Paul Holes,"Holes, Paul",Robin Gaby Fisher,"=""1250622794""","=""9781250622792""",4.0,Celadon Books,Hardcover,288,2022,2022,2023/12/29,2023/11/25,,,read,,,,1,0
18813858,"Free Will, Agency, and Meaning in Life",Derk Pereboom,"Pereboom, Derk",,"=""0199685517""","=""9780199685516""",0,Oxford University Press,Hardcover,219,2014,2014,,2023/12/23,to-read,to-read (#513),to-read,,,,0,0
58532200,We Measure the Earth with Our Bodies,Tsering Yangzom Lama,"Lama, Tsering Yangzom",,"=""1635576415""","=""9781635576412""",0,Bloomsbury Publishing,Hardcover,368,2022,2022,2023/12/23,2022/11/06,,,read,,,,1,0
62669265,"How to Survive History: How to Outrun a Tyrannosaurus, Escape Pompeii, Get Off the Titanic, and Survive the Rest of History's Deadliest Catastrophes",Cody Cassidy,"Cassidy, Cody",,"=""0143136402""","=""9780143136408""",0,Penguin Books,Paperback,195,2023,2023,2023/12/23,2023/08/25,,,read,,,,1,0
77760926,Python Programming and SQL: 5 books in 1 - The #1 Coding Course from Beginner to Advanced. Learn it Well & Fast (2025) (Computer Programming),Mark Reed,"Reed, Mark",,"=""""","=""""",0,,Kindle Edition,506,2023,,2023/12/23,2023/09/22,,,read,,,,1,0
61128518,"8-Week Couples Therapy Workbook: Essential Strategies to Connect, Improve Communication, and Strengthen Your Relationship",Jill Squyres  Groubert,"Groubert, Jill Squyres",,"=""163807948X""","=""9781638079484""",5.0,Callisto,Paperback,212,2022,,2023/12/23,2023/12/10,,,read,,,,1,0
20666969,"Web Design with HTML, CSS, JavaScript and jQuery Set",Jon Duckett,"Duckett, Jon",,"=""1118907442""","=""9781118907443""",0,Wiley,Paperback,1152,2014,2014,2023/12/12,2023/09/28,,,read,,,,1,0
40537162,The Ultimate Age-Defying Plan: The Plant-Based Way to Stay Mentally Sharp and Physically Fit,Mark Reinfeld,"Reinfeld, Mark","Ashley Boudet ND, Michael Klaper MD","=""0738234737""","=""9780738234731""",0,Balance,Paperback,352,2019,,2023/12/10,2023/12/10,,,read,,,,1,0
18500585,"The Organically Clean Home: 150 Everyday Organic Cleaning Products You Can Make Yourself—The Natural, Chemical-Free Way",Becky Rapinchuk,"Rapinchuk, Becky",,"=""1440572518""","=""9781440572517""",0,Adams Media,Paperback,224,2014,2014,2023/12/10,2023/12/10,,,read,,,,1,0
53498750,The Power of Forgiveness,Eva Moses Kor,"Kor, Eva Moses",,"=""1949481441""","=""9781949481440""",5.0,Central Recovery Press,Hardcover,200,2021,,2023/12/10,2023/12/10,,,read,,,,1,0
8318044,You Are Here: Discovering the Magic of the Present Moment,Thich Nhat Hanh,"Hanh, Thich Nhat","Sherab Chödzin Kohn, Melvin McLeod","=""1590308387""","=""9781590308387""",0,Shambhala,Paperback,160,2010,2004,,2023/12/10,to-read,to-read (#512),to-read,,,,0,0
105074108,Nijntje uitdeelboekjes (box met 10 boekjes),Dick Bruna,"Bruna, Dick",,"=""9056476122""","=""9789056476120""",0,Mercis Publishing,Board Book,0,2021,,,2023/12/10,,,read,,,,1,0
51720411,Think Like a Rocket Scientist: Simple Strategies You Can Use to Make Giant Leaps in Work and Life,Ozan Varol,"Varol, Ozan",,"=""1541762592""","=""9781541762596""",0,PublicAffairs,Hardcover,368,2020,2020,,2023/12/10,to-read,to-read (#511),to-read,,,,0,0
14418009,Data Structures and Algorithms Made Easy: Data Structure and Algorithmic Puzzles,Narasimha Karumanchi,"Karumanchi, Narasimha",,"=""1468108867""","=""9781468108866""",0,CreateSpace Independent Publishing Platform,Paperback,448,2011,2011,,2023/12/10,to-read,to-read (#510),to-read,,,,0,0
49518229,"Continuous Delivery with Docker and Jenkins: Create secure applications by building complete CI/CD pipelines, 2nd Edition",Rafał Leszko,"Leszko, Rafał",,"=""1838552189""","=""9781838552183""",0,Packt Publishing,Paperback,350,2019,,,2023/12/10,to-read,to-read (#509),to-read,,,,0,0
58907365,Cisco CCNA in 60 Days,Paul W. Browning,"Browning, Paul W.","Farai Tafa, Daniel Gheorghe, Dario Barinic","=""0992823986""","=""9780992823986""",0,Reality Press Ltd.,Paperback,828,2020,2012,,2023/12/10,to-read,to-read (#508),to-read,,,,0,0
48764406,A Common-Sense Guide to Data Structures and Algorithms: Level Up Your Core Programming Skills,Jay Wengrow,"Wengrow, Jay",,"=""1680507222""","=""9781680507225""",0,Pragmatic Bookshelf,Unknown Binding,508,2020,,,2023/12/10,to-read,to-read (#507),to-read,,,,0,0
823113,Essential Dutch Grammar: All The Grammar Really Needed For Speech And Comprehension (Dover Language Guides Essential Grammar),Henry R. Stern,"Stern, Henry R.",,"=""0486246752""","=""9780486246758""",0,Dover Publications,Paperback,128,1984,1984,,2023/12/10,to-read,to-read (#506),to-read,,,,0,0
26109217,Trauma and Memory: Brain and Body in a Search for the Living Past: A Practical Guide for Understanding and Working with Traumatic Memory,Peter A. Levine,"Levine, Peter A.",Bessel A. van der Kolk M.D.,"=""1583949941""","=""9781583949948""",0,North Atlantic Books,Paperback,206,2015,2015,,2023/12/10,to-read,to-read (#505),to-read,,,,0,0
33866220,Judaism: Everything You Need to Know... About Jewish Religion; Jewish Culture; and the Process of Conversion,Rachel Zahl,"Zahl, Rachel",,"=""1537675893""","=""9781537675893""",0,CreateSpace Independent Publishing Platform,Paperback,104,2016,,,2023/12/10,to-read,to-read (#504),to-read,,,,0,0
61994726,"Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control",Steven L. Brunton,"Brunton, Steven L.",J. Nathan Kutz,"=""1009098489""","=""9781009098489""",0,Cambridge University Press,Hardcover,614,2022,,,2023/12/10,to-read,to-read (#503),to-read,,,,0,0
35333703,What Happens After Death-Buddha Answers,Ven Kiribathgoda Gnanananda Thero,"Thero, Ven Kiribathgoda Gnanananda",,"=""9556871136""","=""9789556871135""",0,Mahamegha Publishers,Paperback,136,2017,,,2023/12/10,to-read,to-read (#502),to-read,,,,0,0
1099824,"The Torah: The Five Books of Moses, the New Translation of the Holy Scriptures According to the Traditional Hebrew Text",Jewish Publication Society  Inc.,"Inc., Jewish Publication Society",,"=""082760680X""","=""9780827606807""",0,JEWISH PUBLICATON SOCIETY,Paperback,620,1999,-500,,2023/12/10,to-read,to-read (#501),to-read,,,,0,0
62970838,Ulcerative Colitis Cookbook: 300 Quick & Easy Gut-Friendly Recipes to Restore Body and Relieve the Symptoms of Ulcerative Colitis Fastly | 30-Day Organized Meal Plan to Improve Your Digestive System,Sharon Rush,"Rush, Sharon",,"=""""","=""9798836806538""",3.0,,Paperback,,2022,,,2023/12/10,,,read,,,,1,0
48847746,Burnout: The Secret to Unlocking the Stress Cycle,Emily Nagoski,"Nagoski, Emily",Amelia Nagoski,"=""1984818325""","=""9781984818324""",0,Ballantine Books,Paperback,304,2020,2019,,2023/12/10,to-read,to-read (#499),to-read,,,,0,0
54164883,40 Algorithms Every Programmer Should Know: Hone your problem-solving skills by learning different algorithms and their implementation in Python,Imran Ahmad,"Ahmad, Imran",,"=""1789801214""","=""9781789801217""",0,Packt Publishing,Paperback,374,2020,,,2023/12/10,to-read,to-read (#500),to-read,,,,0,0
40615121,"Mastering Linux Shell Scripting: A practical guide to Linux command-line, Bash scripting, and Shell programming, 2nd Edition",Mokhtar Ebrahim;Andrew Mallett,"Mallett, Mokhtar Ebrahim;Andrew",Andrew Mallett,"=""1788990552""","=""9781788990554""",0,Packt Publishing,Paperback,323,2018,,,2023/12/10,to-read,to-read (#498),to-read,,,,0,0
57527360,"Mocktail Party: 75 Plant-Based, Non-Alcoholic Recipes for Every Occasion",Kerry Benson,"Benson, Kerry",Diana Licalzi,"=""1950968243""","=""9781950968244""",0,Blue Star Press,Hardcover,176,2021,,,2023/12/10,to-read,to-read (#497),to-read,,,,0,0
55710555,The Socrates Express: In Search of Life Lessons from Dead Philosophers,Eric    Weiner,"Weiner, Eric",,"=""1501129023""","=""9781501129025""",0,Avid Reader Press / Simon & Schuster,Paperback,352,2021,2020,,2023/12/10,to-read,to-read (#496),to-read,,,,0,0
57609368,Snowflake Cookbook: Techniques for building modern cloud data warehousing solutions,Hamid Mahmood Qureshi,"Qureshi, Hamid Mahmood",Hammad Sharif,"=""1800560613""","=""9781800560611""",0,Packt Publishing,Paperback,308,2021,,,2023/12/10,to-read,to-read (#495),to-read,,,,0,0
60268300,Solutions Architect's Handbook,Saurabh Shrivastava,"Shrivastava, Saurabh",Neelanjali Srivastav,"=""1801816611""","=""9781801816618""",0,Packt Publishing Ltd.,Paperback,590,2022,2020,,2023/12/10,to-read,to-read (#494),to-read,,,,0,0
55787993,Data Engineering with Python: Work with massive datasets to design data models and automate data pipelines using Python,Paul Crickard,"Crickard, Paul",,"=""183921418X""","=""9781839214189""",0,Packt Publishing,Paperback,356,2020,,,2023/12/10,to-read,to-read (#493),to-read,,,,0,0
58724758,Four Thousand Weeks: Time Management for Mortals,Oliver Burkeman,"Burkeman, Oliver",,"=""1250849357""","=""9781250849359""",0,Picador Paper,Paperback,304,2023,2021,,2023/12/10,to-read,to-read (#492),to-read,,,,0,0
45152566,The Code of the Extraordinary Mind: 10 Unconventional Laws to Redefine Your Life and Succeed on Your Own Terms,Vishen Lakhiani,"Lakhiani, Vishen",,"=""0593135822""","=""9780593135822""",0,Rodale Books,Paperback,304,2019,2016,,2023/12/10,to-read,to-read (#491),to-read,,,,0,0
7842362,Drive: The Surprising Truth About What Motivates Us,Daniel H. Pink,"Pink, Daniel H.",,"=""1594484805""","=""9781594484803""",0,Riverhead Books,Paperback,270,2011,2009,,2023/12/10,to-read,to-read (#490),to-read,,,,0,0
13001085,The Dog Who Knew Too Much (Chet and Bernie Mystery #4),Spencer Quinn,"Quinn, Spencer",,"=""1439157103""","=""9781439157107""",0,Atria Books,Paperback,336,2012,2011,,2023/12/10,to-read,to-read (#489),to-read,,,,0,0
55687366,"Virago Modern Classics Series Daphne Du Maurier 3 Books Collection Set (Rebecca, Jamaica Inn, Frenchman's Creek)",Daphne du Maurier,"Maurier, Daphne du",,"=""9123938862""","=""9789123938865""",0,Virago Books,Paperback,0,2019,1942,,2023/12/10,to-read,to-read (#488),to-read,,,,0,0
56554595,"Zen and the Art of Saving the Planet: Harnessing the Power of Mindfulness for a Regenerative World, Personal Growth, and Inner Peace",Thich Nhat Hanh,"Hanh, Thich Nhat",,"=""0062954792""","=""9780062954794""",0,HarperOne,Hardcover,336,2021,2021,,2023/12/10,to-read,to-read (#487),to-read,,,,0,0
1890922,Feeling Good: The New Mood Therapy,David D. Burns,"Burns, David D.",,"=""0380731762""","=""9780380731763""",0,William Morrow Paperbacks,Paperback,736,1999,1980,,2023/12/10,to-read,to-read (#486),to-read,,,,0,0
31146930,Eating Well for Optimum Health: The Essential Guide to Bringing Health and Pleasure Back to Eating,Andrew Weil,"Weil, Andrew",,"=""0525431799""","=""9780525431794""",0,Knopf Doubleday Publishing Group,Paperback,320,2017,2000,,2023/12/10,to-read,to-read (#485),to-read,,,,0,0
43237883,Coming to Wholeness: How to Awaken and Live with Ease (The Wholeness Work),Connirae Andreas,"Andreas, Connirae",,"=""0911226516""","=""9780911226515""",0,Real People Press,Paperback,264,2018,,,2023/12/10,to-read,to-read (#484),to-read,,,,0,0
58532624,The Gifts of Imperfection,Brené Brown,"Brown, Brené",,"=""1616499605""","=""9781616499600""",0,Hazelden Publishing,Paperback,208,2022,2010,,2023/12/10,to-read,to-read (#483),to-read,,,,0,0
13224655,Code Talker: The First and Only Memoir By One of the Original Navajo Code Talkers of WWII,Chester Nez,"Nez, Chester",Judith Schiess Avila,"=""0425247856""","=""9780425247853""",0,Dutton Caliber,Paperback,310,2012,2011,,2023/12/10,to-read,to-read (#482),to-read,,,,0,0
61355265,The Light We Carry: Overcoming in Uncertain Times,Michelle Obama,"Obama, Michelle",,"=""0593237463""","=""9780593237465""",0,Crown,Hardcover,319,2022,2022,,2023/12/10,to-read,to-read (#481),to-read,,,,0,0
21066329,There Was a Country,Chinua Achebe,"Achebe, Chinua",,"=""0241959209""","=""9780241959206""",0,Penguin Group,Paperback,352,2013,2012,,2023/12/10,to-read,to-read (#480),to-read,,,,0,0
26618685,Back From Betrayal: Recovering from the Trauma of Infidelity,Jennifer Schneider,"Schneider, Jennifer",,"=""150779813X""","=""9781507798133""",0,CreateSpace Independent Publishing Platform,Paperback,408,2015,2015,,2023/12/10,to-read,to-read (#479),to-read,,,,0,0
60706636,Feeling & Knowing: Making Minds Conscious,António Damásio,"Damásio, António",,"=""0525563075""","=""9780525563075""",0,Vintage,Paperback,256,2022,2021,,2023/12/10,to-read,to-read (#478),to-read,,,,0,0
51787793,Think Java: How to Think Like a Computer Scientist,Allen B. Downey,"Downey, Allen B.",Chris Mayfield,"=""1492072508""","=""9781492072508""",0,O'Reilly Media,Paperback,326,2019,2016,,2023/12/10,to-read,to-read (#477),to-read,,,,0,0
33941355,"The Vedas: The Samhitas of the Rig, Yajur, Sama, and Atharva",Anonymous,"Anonymous, Anonymous","Ralph Thomas Hotchkin Griffith, Arthur Berriedale Keith, Jon W Fergus","=""1541294718""","=""9781541294714""",0,CreateSpace Independent Publishing Platform,Paperback,500,2017,-1700,,2023/12/10,to-read,to-read (#476),to-read,,,,0,0
56544982,Hands-on Start to Wolfram Mathematica and Programming with the Wolfram Language,Cliff Hastings,"Hastings, Cliff","Kelvin Mischo, Michael Morrison","=""1579550371""","=""9781579550370""",0,Wolfram Media,Paperback,562,2020,,,2023/12/10,to-read,to-read (#475),to-read,,,,0,0
534078,"Oedipus Rex (Theban Plays, #1)",Sophocles,"Sophocles, Sophocles",George Young,"=""0486268772""","=""9780486268774""",0,Dover Publications,Mass Market Paperback,74,1991,-429,,2023/12/10,to-read,to-read (#474),to-read,,,,0,0
17182136,"The Tools: 5 Tools to Help You Find Courage, Creativity, and Willpower--and Inspire You to Live Life in Forward Motion",Phil Stutz,"Stutz, Phil",Barry Michels,"=""0812983041""","=""9780812983043""",0,Random House,Paperback,288,2013,2012,,2023/12/10,to-read,to-read (#473),to-read,,,,0,0
15868540,A History of Modern Indonesia,Adrian Vickers,"Vickers, Adrian",,"=""1107624452""","=""9781107624450""",0,Cambridge University Press,Paperback,326,2013,2005,,2023/12/10,to-read,to-read (#472),to-read,,,,0,0
53047527,Writing Anthropology: Essays on Craft and Commitment,Carole McGranahan,"McGranahan, Carole",,"=""1478008121""","=""9781478008125""",0,Duke University Press Books,Paperback,320,2020,,,2023/12/10,to-read,to-read (#471),to-read,,,,0,0
58330567,Atlas of the Heart: Mapping Meaningful Connection and the Language of Human Experience,Brené Brown,"Brown, Brené",Gavin Aung Than,"=""0399592555""","=""9780399592553""",0,Random House,Hardcover,301,2021,2021,,2023/12/10,to-read,to-read (#470),to-read,,,,0,0
6957633,"Jewish Pirates of the Caribbean: How a Generation of Swashbuckling Jews Carved Out an Empire in the New World in Their Quest for Treasure, Religious Freedom--and Revenge",Edward Kritzler,"Kritzler, Edward",,"=""0767919521""","=""9780767919524""",0,Vintage,Paperback,324,2009,2008,,2023/12/10,to-read,to-read (#469),to-read,,,,0,0
61415048,How to Play Fiddle in 14 Days: Daily Fiddle Lessons for Absolute Beginners (Play Music in 14 Days),Bethany Olds,"Olds, Bethany",Troy Nelson,"=""""","=""9798422674121""",0,Independently published,Paperback,80,2022,,,2023/12/10,to-read,to-read (#468),to-read,,,,0,0
42090018,Operating Systems: Three Easy Pieces,Remzi H. Arpaci-Dusseau,"Arpaci-Dusseau, Remzi H.",Andrea C Arpaci-Dusseau,"=""198508659X""","=""9781985086593""",0,CreateSpace Independent Publishing Platform,Paperback,747,2018,2012,,2023/12/10,to-read,to-read (#467),to-read,,,,0,0
53400074,Why We Love Pirates: The Hunt for Captain Kidd and How He Changed Piracy Forever,Rebecca  Simon,"Simon, Rebecca",,"=""1642503371""","=""9781642503371""",0,TMA Press,Paperback,256,2020,2020,,2023/12/10,to-read,to-read (#466),to-read,,,,0,0
120489946,Computer Networking: A Top-Down Approach,James F. Kurose,"Kurose, James F.",,"=""""","=""""",0,Pearson India Education Services Private Limited,Paperback,820,2022,2000,,2023/12/10,to-read,to-read (#465),to-read,,,,0,0
17986418,Naked Statistics: Stripping the Dread from the Data,Charles Wheelan,"Wheelan, Charles",,"=""039334777X""","=""9780393347777""",0,W. W. Norton & Company,Paperback,304,2014,2012,,2023/12/10,to-read,to-read (#463),to-read,,,,0,0
28186067,"The Social Life of DNA: Race, Reparations, and Reconciliation After the Genome",Alondra Nelson,"Nelson, Alondra",,"=""0807027189""","=""9780807027189""",0,Beacon Press,Paperback,200,2016,2016,,2023/12/10,to-read,to-read (#464),to-read,,,,0,0
730745,Sister Outsider: Essays and Speeches,Audre Lorde,"Lorde, Audre",Cheryl Clarke,"=""1580911862""","=""9781580911863""",0,Crossing Press,Paperback,190,2007,1984,,2023/12/10,to-read,to-read (#461),to-read,,,,0,0
662953,Reflections of Eden: My Years with the Orangutans of Borneo,Biruté Galdikas,"Galdikas, Biruté",,"=""0316301868""","=""9780316301862""",0,"Little, Brown Paperbacks",Paperback,432,1996,1995,,2023/12/10,to-read,to-read (#460),to-read,,,,0,0
55813972,Mr. Popper's Penguins,Richard Atwater,"Atwater, Richard","Florence Atwater, Jim Madsen","=""0316058432""","=""9780316058438""",0,"Little, Brown and Company",Paperback,148,2020,1938,,2023/12/10,to-read,to-read (#459),to-read,,,,0,0
29430947,Visions of the Universe: A Coloring Journey Through Math’s Great Mysteries,Alex Bellos,"Bellos, Alex",Edmund Harriss,"=""1615193677""","=""9781615193677""",0,The Experiment,Paperback,144,2016,,,2023/12/10,to-read,to-read (#458),to-read,,,,0,0
50984757,The Buddha and the Badass: The Secret Spiritual Art of Succeeding at Work,Vishen Lakhiani,"Lakhiani, Vishen",,"=""0593138163""","=""9780593138168""",0,RODALE BOOKS,Paperback,288,2020,2020,,2023/12/10,to-read,to-read (#457),to-read,,,,0,0
33134224,"Mere Christianity, The Screwtape Letters, Surprised by Joy, The Four Loves, The Problem of Pain, The Great Divorce, Miracles (C. S. Lewis Signature Classics 7 Books Collection Box Set)",C.S. Lewis,"Lewis, C.S.",,"=""0008205043""","=""9780008205041""",0,HarperCollins UK,Paperback,,2012,,,2023/12/10,to-read,to-read (#456),to-read,,,,0,0
70715983,The Iliad,Homer,"Homer, Homer","Robert Fagles, Bernard Knox","=""""","=""""",0,Penguin Classics,Paperback,704,1998,-750,,2023/12/10,to-read,to-read (#455),to-read,,,,0,0
3065,"Natural Health, Natural Medicine: The Complete Guide to Wellness and Self-Care for Optimum Health",Andrew Weil,"Weil, Andrew",,"=""0618479031""","=""9780618479030""",0,Harvest,Paperback,448,2004,1990,,2023/12/10,to-read,to-read (#454),to-read,,,,0,0
30223018,Calm Forest: Native American Flute Songbook,Wojciech Usarzewicz,"Usarzewicz, Wojciech",,"=""8364699148""","=""9788364699146""",0,REIU Wojciech Usarzewicz,Paperback,78,2016,,,2023/12/10,to-read,to-read (#453),to-read,,,,0,0
35469581,"The Phoenix Project: A Novel About IT, DevOps, and Helping Your Business Win",Gene Kim,"Kim, Gene","Kevin Behr, George Spafford","=""1942788290""","=""9781942788294""",0,IT Revolution Press,Paperback,432,2018,2013,,2023/12/10,to-read,to-read (#452),to-read,,,,0,0
54140,The Loss of El Dorado: A Colonial History,V.S. Naipaul,"Naipaul, V.S.",,"=""1400030765""","=""9781400030767""",0,Vintage,Paperback,376,2003,1969,,2023/12/10,to-read,to-read (#451),to-read,,,,0,0
31394757,La casa de los espíritus,Isabel Allende,"Allende, Isabel",,"=""0525433473""","=""9780525433477""",0,Vintage Español,Paperback,560,2017,1982,,2023/12/10,to-read,to-read (#450),to-read,,,,0,0
61474083,Project Hail Mary,Andy Weir,"Weir, Andy",,"=""0593135229""","=""9780593135228""",0,Random House Publishing Group,Paperback,476,2022,2021,,2023/12/10,to-read,to-read (#448),to-read,,,,0,0
682803,"The Gulag Archipelago, 1918-1956 (The Gulag Archipelago 1918-1956, #1-7)",Aleksandr Solzhenitsyn,"Solzhenitsyn, Aleksandr","Thomas P. Whitney, Harry Willets","=""1843430851""","=""9781843430858""",0,The Harvill Press,Paperback,472,2003,1973,,2023/12/10,to-read,to-read (#447),to-read,,,,0,0
520963,Wrinkles in Time: Witness to the Birth of the Universe – A Nobel Prize-Winning Astrophysicist's Quest for Cosmic Origins,George Smoot,"Smoot, George",Keay Davidson,"=""0061344443""","=""9780061344442""",0,Harper Perennial,Paperback,331,2007,1993,,2023/12/10,to-read,to-read (#446),to-read,,,,0,0
43713,Structure and Interpretation of Computer Programs,Harold Abelson,"Abelson, Harold","Gerald Jay Sussman, Julie Sussman","=""0262510871""","=""9780262510875""",0,The MIT Press,Paperback,657,1996,1984,,2023/12/10,to-read,to-read (#445),to-read,,,,0,0
58690777,"The Way of Tea: Health, Harmony, and Inner Calm",Aaron Fisher,"Fisher, Aaron",,"=""080485436X""","=""9780804854368""",0,Tuttle Publishing,Paperback,272,2022,,,2023/12/10,to-read,to-read (#444),to-read,,,,0,0
14601244,The Theory of Moral Sentiments,Adam Smith,"Smith, Adam",,"=""1619491281""","=""9781619491281""",0,Empire Books,Paperback,312,2011,1759,,2023/12/10,to-read,to-read (#443),to-read,,,,0,0
277641,The Body Electric: Electromagnetism and the Foundation of Life,Robert O. Becker,"Becker, Robert O.","Gary Selden, Maria D. Guarnaschelli","=""0688069711""","=""9780688069711""",0,William Morrow Paperbacks,Paperback,368,1998,1985,,2023/12/10,to-read,to-read (#442),to-read,,,,0,0
40046126,Lost Connections,Johann Hari,"Hari, Johann",,"=""1632868318""","=""9781632868312""",0,Bloomsbury Publishing,Paperback,416,2019,2018,,2023/12/10,to-read,to-read (#441),to-read,,,,0,0
51801517,Philosophy of Mathematics,Øystein Linnebo,"Linnebo, Øystein",,"=""069120229X""","=""9780691202297""",0,Princeton University Press,Paperback,216,2020,,,2023/12/10,to-read,to-read (#440),to-read,,,,0,0
20434352,Winnie de Poeh,A.A. Milne,"Milne, A.A.",,"=""9000026083""","=""9789000026081""",5.0,Van Goor - Amsterdam,Hardcover,137,1987,1926,,2023/12/10,,,read,,,,1,0
58328870,The Consolations of Philosophy,Alain de Botton,"Botton, Alain de",,"=""0679779175""","=""9780679779179""",0,Vintage,Paperback,265,2001,2000,,2023/12/10,to-read,to-read (#438),to-read,,,,0,0
53237006,Billie Eilish for Ukulele 17 Songs to Strum and Sing | Easy Ukulele Songbook with Lyrics and Easy-to-Read Chords| Hal Leonard Music Book for Fans and Beginners,Billie Eilish,"Eilish, Billie",,"=""1540092046""","=""9781540092045""",0,Hal Leonard,Paperback,64,2020,,,2023/12/10,to-read,to-read (#436),to-read,,,,0,0
58277522,"Pottery for Beginners: A Potter's Guide to Sculpting 20 Beautiful Handbuilding Ceramic Projects Plus Pottery Tools, Tips and Techniques to Get You Started",Garth Mullins,"Mullins, Garth",,"=""""","=""9798713417802""",0,Independently published,Paperback,190,2021,,,2023/12/10,to-read,to-read (#435),to-read,,,,0,0
63039141,"Learn Computer Forensics: Your one-stop guide to searching, analyzing, acquiring, and securing digital evidence, 2nd Edition",William Oettinger,"Oettinger, William",,"=""1803238305""","=""9781803238302""",0,Packt Publishing,Paperback,434,2022,,,2023/12/10,to-read,to-read (#434),to-read,,,,0,0
23492785,The Grapes of Math: How Life Reflects Numbers and Numbers Reflect Life,Alex Bellos,"Bellos, Alex",,"=""1451640110""","=""9781451640113""",0,Simon & Schuster,Paperback,352,2015,2014,,2023/12/10,to-read,to-read (#433),to-read,,,,0,0
31944996,Being the Change: Live Well and Spark a Climate Revolution,Peter Kalmus,"Kalmus, Peter",,"=""0865718539""","=""9780865718531""",0,New Society Publishers,Paperback,384,2017,,,2023/12/10,to-read,to-read (#432),to-read,,,,0,0
641871,Introductory Discrete Mathematics (Dover Books on Computer Science),V.K. Balakrishnan,"Balakrishnan, V.K.",,"=""0486691152""","=""9780486691152""",0,Dover Publications Inc.,Paperback,256,2000,1991,,2023/12/10,to-read,to-read (#431),to-read,,,,0,0
23214252,Quantum Mechanics: The Theoretical Minimum,Leonard Susskind,"Susskind, Leonard",,"=""0465062903""","=""9780465062904""",0,Basic Books,Paperback,384,2015,2014,,2023/12/10,to-read,to-read (#430),to-read,,,,0,0
122204923,50 Kubernetes Concepts Every DevOps Engineer Should Know: Your go-to guide for making production-level decisions on how and why to implement Kubernetes,Michael Levan,"Levan, Michael",,"=""1804611476""","=""9781804611470""",0,Packt Publishing,Paperback,278,2023,,,2023/12/10,to-read,to-read (#429),to-read,,,,0,0
139974534,CI/CD Pipeline with Docker and Jenkins: Learn How to Build and Manage Your CI/CD Pipelines Effectively (English Edition),Sandeep Rawat,"Rawat, Sandeep",,"=""935551350X""","=""9789355513502""",0,BPB Publications,Paperback,220,2023,,,2023/12/10,to-read,to-read (#428),to-read,,,,0,0
